ORPHAcode	PreferredTerm	Synonyms	ICDcodes
97353	Dementia pugilistica	Chronic traumatic encephalopathy	
97353	Dementia pugilistica	Punch-drunk syndrome	
97360	Robinow syndrome		Q87.1
97360	Robinow syndrome	Acral dysostosis with facial and genital abnormalities	
97360	Robinow syndrome	Fetal face syndrome	
97360	Robinow syndrome	Mesomelic dwarfism-small genitalia syndrome	
97360	Robinow syndrome	Robinow dwarfism	
97360	Robinow syndrome	Robinow-Silverman-Smith syndrome	
97355	Caribbean parkinsonism		F02.3*
97355	Caribbean parkinsonism	Atypical parkinsonism in the Caribbean	G20+
97366	Multiloculated renal cyst		D30.0
97366	Multiloculated renal cyst	Multilocular cyst of the kidney	
97366	Multiloculated renal cyst	Multilocular renal cyst	
97548	Right sided atrial isomerism		Q20.6
97548	Right sided atrial isomerism	Isomerism of right atrial appendage	
97548	Right sided atrial isomerism	Ivemark syndrome	
97548	Right sided atrial isomerism	RAI	
97560	Primary membranous glomerulonephritis		N04.2
97560	Primary membranous glomerulonephritis	Idiopathic membranous glomerulonephritis	
97560	Primary membranous glomerulonephritis	Primary membranous nephropathy	
96183	Maternal uniparental disomy of chromosome 9		Q99.8
96183	Maternal uniparental disomy of chromosome 9	UPD(9)mat	
96181	Maternal uniparental disomy of chromosome 6		Q99.8
96181	Maternal uniparental disomy of chromosome 6	UPD(6)mat	
96180	Maternal uniparental disomy of chromosome 4		Q99.8
96180	Maternal uniparental disomy of chromosome 4	UPD(4)mat	
96179	Maternal uniparental disomy of chromosome 2		Q99.8
96179	Maternal uniparental disomy of chromosome 2	UPD(2)mat	
96178	Ring chromosome 16 syndrome		Q93.2
96178	Ring chromosome 16 syndrome	Ring 16	
96178	Ring chromosome 16 syndrome	Ring chromosome 16	
96177	Ring chromosome 15 syndrome		Q93.2
96177	Ring chromosome 15 syndrome	Ring 15	
96177	Ring chromosome 15 syndrome	Ring chromosome 15	
96176	Ring chromosome 13 syndrome		Q93.2
96176	Ring chromosome 13 syndrome	Ring 13	
96176	Ring chromosome 13 syndrome	Ring chromosome 13	
96191	Paternal uniparental disomy of chromosome 6		Q99.8
96191	Paternal uniparental disomy of chromosome 6	UPD(6)pat	
96190	Paternal uniparental disomy of chromosome 5		Q99.8
96190	Paternal uniparental disomy of chromosome 5	UPD(5)pat	
96188	Maternal uniparental disomy of chromosome 22		Q99.8
96188	Maternal uniparental disomy of chromosome 22	UPD(22)mat	
96187	Maternal uniparental disomy of chromosome 21		Q99.8
96187	Maternal uniparental disomy of chromosome 21	UPD(21)mat	
96186	Maternal uniparental disomy of chromosome 20		Q99.8
96186	Maternal uniparental disomy of chromosome 20	Maternal UPD(20)	
96186	Maternal uniparental disomy of chromosome 20	UPD(20)mat	
96185	Maternal uniparental disomy of chromosome 16		Q99.8
96185	Maternal uniparental disomy of chromosome 16	UPD(16)mat	
96194	Paternal uniparental disomy of chromosome 20		Q99.8
96194	Paternal uniparental disomy of chromosome 20	Paternal UPD(20)	
96194	Paternal uniparental disomy of chromosome 20	UPD(20)pat	
96195	Paternal uniparental disomy of chromosome 21		Q99.8
96195	Paternal uniparental disomy of chromosome 21	UPD(21)pat	
96192	Paternal uniparental disomy of chromosome 7		Q99.8
96192	Paternal uniparental disomy of chromosome 7	UPD(7)pat	
96253	Cushing disease		E24.0
96253	Cushing disease	Corticotroph pituitary adenoma	D35.2
96253	Cushing disease	Pituitary corticotroph micro-adenoma	
96253	Cushing disease	Pituitary-dependent Cushing syndrome	
96201	X small rings		Q99.8
96269	Isolated partial vaginal agenesis		Q52.0
96269	Isolated partial vaginal agenesis	Congenital absence of vagina	
96264	49,XXXXY syndrome		Q98.1
96263	48,XXXY syndrome		Q98.1
97214	Eisenmenger syndrome		I27.2
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency		E74.0
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	GSD due to phosphoglycerate mutase deficiency	
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	GSD type 10	
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	Glycogenosis due to phosphoglycerate mutase deficiency	
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	Muscle phosphoglycerate mutase deficiency	
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	Myopathy due to phosphoglycerate mutase deficiency	
97238	Rippling muscle disease		G71.8
97239	Reducing body myopathy		G71.2
97240	Zebra body myopathy		G71.2
97229	Riboflavin transporter deficiency		G12.2
97229	Riboflavin transporter deficiency	Brown-Vialetto-van Laere syndrome	
97230	Solar urticaria		L56.3
97232	Fingerprint body myopathy		G71.2
97678	Maternal uniparental disomy of chromosome 13		Q99.8
97678	Maternal uniparental disomy of chromosome 13	UPD(13)mat	
97598	Congenital renal artery stenosis		Q27.1
97598	Congenital renal artery stenosis	Congenital renovascular hypoplasia	
97567	Immunotactoid glomerulopathy		N03.6
97567	Immunotactoid glomerulopathy	Immunotactoid glomerulonephritis	
97566	Non-amyloid fibrillary glomerulopathy		N03.6
97566	Non-amyloid fibrillary glomerulopathy	Congo red-negative amyloidosis-like glomerulopathy	
97566	Non-amyloid fibrillary glomerulopathy	Non-amyloid fibrillary glomerulonephritis	
95707	Idiopathic isolated micropenis		Q55.6
95706	Non-syndromic posterior hypospadias		Q54.2
95706	Non-syndromic posterior hypospadias	Hypospadias, severe form	Q54.3
95706	Non-syndromic posterior hypospadias	Perineal, scrotal or penoscrotal hypospadias	
95702	X-linked adrenal hypoplasia congenita		E27.1
95702	X-linked adrenal hypoplasia congenita	X-linked AHC	
95702	X-linked adrenal hypoplasia congenita	X-linked congenital adrenal hypoplasia	
95715	Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies		P72.2
95716	Familial thyroid dyshormonogenesis		E03.0
95716	Familial thyroid dyshormonogenesis	Thyroid dyshormonogenesis	E03.1
95713	Athyreosis		E03.1
95712	Thyroid ectopia		E03.1
95619	Post-traumatic pituitary deficiency		E23.1
95613	Pituitary apoplexy		E23.6
95613	Pituitary apoplexy	Pituitary tumor apoplexy	
95700	Familial adrenal hypoplasia with absent pituitary luteinizing hormone		E27.1
95700	Familial adrenal hypoplasia with absent pituitary luteinizing hormone	Familial adrenal hypoplasia with absent pituitary LH	
95700	Familial adrenal hypoplasia with absent pituitary luteinizing hormone	Familial adrenal hypoplasia, miniature type	
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency		E25.0
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	Congenital adrenal hyperplasia due to cytochrome POR deficiency	
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	POR deficiency	
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	PORD	
95507	Congenital anomaly of hepatic vein		Q26.8
95512	Adenohypophysitis		E23.6
95512	Adenohypophysitis	Anterior pituitary hypophysitis	
95513	Panhypophysitis		E23.6
95513	Panhypophysitis	Infundibulo-panhypophysitis	
95491	Congenital coronary artery aneurysm		Q24.5
95491	Congenital coronary artery aneurysm	Congenital coronary aneurysm	
95486	Premature closure of the arterial duct		Q25.8
95486	Premature closure of the arterial duct	Premature closure of the patent ductus arteriosus	
95496	Pituitary stalk interruption syndrome		E23.6
95496	Pituitary stalk interruption syndrome	Ectopic neurohypophysis	
95496	Pituitary stalk interruption syndrome	PSIS	
95494	Combined pituitary hormone deficiencies, genetic forms		E23.0
95494	Combined pituitary hormone deficiencies, genetic forms	Familial congenital hypopituitarism	
95494	Combined pituitary hormone deficiencies, genetic forms	Multiple pituitary hormone deficiencies, genetic forms	
95443	Mesocardia		Q24.8
95443	Mesocardia	Midline heart	
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome		G11.1
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	Autosomal recessive spinocerebellar ataxia type 3	
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	Autosomal recessive spinocerebellar ataxia-blindness-hearing loss syndrome	
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	SCABD	
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	SCAR3	
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome		G11.1
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome	SCAR4	
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome	SCASI	
95457	Tricuspid valve agenesis		Q22.4
95457	Tricuspid valve agenesis	Congenital unguarded tricuspid orifice	
95455	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum		L51.2
95455	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum	Epidermal necrolysis	
95455	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum	SJS-TEN	
95462	Accessory tricuspid valve tissue		Q22.8
95459	Congenital tricuspid stenosis		Q22.4
95461	Straddling or overriding tricuspid valve		Q22.8
95465	Cleft mitral valve		Q23.3
95232	Lissencephaly due to LIS1 mutation		Q04.3
95232	Lissencephaly due to LIS1 mutation	PAFAH1B1-related lissencephaly	
95159	Hepatoerythropoietic porphyria		E80.2
95159	Hepatoerythropoietic porphyria	HEP	
95428	COG8-CDG		E77.8
95428	COG8-CDG	CDG syndrome type IIh	
95428	COG8-CDG	CDG-IIh	
95428	COG8-CDG	CDG2H	
95428	COG8-CDG	Carbohydrate deficient glycoprotein syndrome type IIh	
95428	COG8-CDG	Congenital disorder of glycosylation type 2h	
95428	COG8-CDG	Congenital disorder of glycosylation type IIh	
95427	Secondary short bowel syndrome		K91.2
95409	Acute adrenal insufficiency		E27.2
95409	Acute adrenal insufficiency	Acute adrenal failure	
95409	Acute adrenal insufficiency	Acute adrenocortical insufficiency	
95409	Acute adrenal insufficiency	Addisonian crisis	
95409	Acute adrenal insufficiency	Adrenal crisis	
95409	Acute adrenal insufficiency	Adrenocortical crisis	
95431	Twin to twin transfusion syndrome		O43.0
95431	Twin to twin transfusion syndrome	Feto-fetal transfusion syndrome	
95430	Congenital tracheomalacia		Q32.0
95430	Congenital tracheomalacia	Congenital major airway collapse	
95429	Angioma serpiginosum		L81.7
94091	Mills syndrome		G12.2
94093	Neuroleptic malignant syndrome		G21.0
94122	Cerebellar ataxia, Cayman type		G11.0
94122	Cerebellar ataxia, Cayman type	Cayman ataxia	
94124	Spinocerebellar ataxia with axonal neuropathy type 1		G60.2
94124	Spinocerebellar ataxia with axonal neuropathy type 1	SCAN1	
94125	Recessive mitochondrial ataxia syndrome		G11.8
94125	Recessive mitochondrial ataxia syndrome	MIRAS	
94147	Spinocerebellar ataxia type 7		G11.8
94147	Spinocerebellar ataxia type 7	Ataxia with pigmentary retinopathy	
94147	Spinocerebellar ataxia type 7	Cerebellar syndrome-pigmentary maculopathy syndrome	
94147	Spinocerebellar ataxia type 7	SCA7	
94064	Deafness-infertility syndrome		Q93.5
94064	Deafness-infertility syndrome	DIS	
94064	Deafness-infertility syndrome	Hearing loss-infertility syndrome	
94063	12q14 microdeletion syndrome		Q93.5
94063	12q14 microdeletion syndrome	Del(12)(q14)	
94063	12q14 microdeletion syndrome	Deletion 12q14	
94063	12q14 microdeletion syndrome	Monosomy 12q14	
94063	12q14 microdeletion syndrome	Osteopoikilosis-short stature-intellectual disability syndrome	
94066	Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia		Q87.8
94068	Spondyloepiphyseal dysplasia congenita		Q77.7
94068	Spondyloepiphyseal dysplasia congenita	Congenital spondyloepiphyseal dysplasia	
94068	Spondyloepiphyseal dysplasia congenita	SEDC	
94068	Spondyloepiphyseal dysplasia congenita	Spranger-Wiedemann disease	
94083	Partington syndrome		G93.4
94083	Partington syndrome	Partington-Mulley syndrome	
94083	Partington syndrome	X-linked intellectual disability-dystonia-dysarthria syndrome	
94080	Non-functioning paraganglioma		D44.7
94080	Non-functioning paraganglioma	Non-secreting paraganglioma	
94086	Blue diaper syndrome		E70.8
94086	Blue diaper syndrome	Drummond syndrome	
94086	Blue diaper syndrome	Familial hypercalcemia-nephrocalcinosis-indicanuria syndrome	
94088	Hereditary renal hypouricemia		N25.8
94088	Hereditary renal hypouricemia	Familial renal hypouricemia	
94087	Cytophagic histiocytic panniculitis		M35.8
94087	Cytophagic histiocytic panniculitis	CHP	
94087	Cytophagic histiocytic panniculitis	Winkelmann cytophagic panniculitis	
94090	Pseudohypoparathyroidism type 2		E20.1
94089	Pseudohypoparathyroidism type 1B		E20.1
96175	Ring chromosome 11 syndrome		Q93.2
96175	Ring chromosome 11 syndrome	RC11	
96175	Ring chromosome 11 syndrome	Ring 11	
96175	Ring chromosome 11 syndrome	Ring chromosome 11	
96175	Ring chromosome 11 syndrome	r(11) syndrome	
96173	Ring chromosome 9 syndrome		Q93.2
96173	Ring chromosome 9 syndrome	Ring 9	
96173	Ring chromosome 9 syndrome	Ring chromosome 9	
96172	Ring chromosome 3 syndrome		Q93.2
96172	Ring chromosome 3 syndrome	Ring 3	
96172	Ring chromosome 3 syndrome	Ring chromosome 3	
96171	Ring chromosome 2 syndrome		Q93.2
96171	Ring chromosome 2 syndrome	Ring 2	
96171	Ring chromosome 2 syndrome	Ring chromosome 2	
96170	Emanuel syndrome		Q92.6
96170	Emanuel syndrome	Der(22)t(11;22) syndrome	
96170	Emanuel syndrome	Supernumerary der(22) syndrome	
96169	Koolen-De Vries syndrome		Q87.8
96169	Koolen-De Vries syndrome	KdVS	
96168	Monosomy 13q34		Q93.5
96168	Monosomy 13q34	Del(13)(q34)	
96168	Monosomy 13q34	Distal deletion 13q34	
96168	Monosomy 13q34	Subtelomeric deletion 13q34	
96167	Recombinant 8 syndrome		Q99.8
96167	Recombinant 8 syndrome	Duplication 8q/deletion 8p	
96167	Recombinant 8 syndrome	Rec(8) syndrome	
96167	Recombinant 8 syndrome	Rec8 syndrome	
96167	Recombinant 8 syndrome	Recombinant chromosome 8 syndrome	
96167	Recombinant 8 syndrome	San Luis Valley syndrome	
96160	Non-distal deletion 12q		Q93.5
96160	Non-distal deletion 12q	Non-distal monosomy 12q	
96160	Non-distal deletion 12q	Non-telomeric monosomy 12q	
96150	Distal deletion 14q		Q93.5
96150	Distal deletion 14q	Distal monosomy 14q	
96150	Distal deletion 14q	Telomeric deletion 14q	
96148	Distal deletion 10q		Q93.5
96148	Distal deletion 10q	Deletion 10qter	
96148	Distal deletion 10q	Distal monosomy 10q	
96148	Distal deletion 10q	Monosomy 10qter	
96148	Distal deletion 10q	Telomeric deletion 10q	
96149	Distal deletion 12q		Q93.5
96149	Distal deletion 12q	Distal monosomy 12q	
96149	Distal deletion 12q	Monosomy 12qter	
96149	Distal deletion 12q	Telomeric deletion 12q	
96145	Distal deletion 4q		Q93.5
96145	Distal deletion 4q	Distal monosomy 4q	
96145	Distal deletion 4q	Monosomy 4qter	
96145	Distal deletion 4q	Telomeric deletion 4q	
96129	Distal deletion 19p		Q93.5
96129	Distal deletion 19p	Distal deletion 19p13.3	
96129	Distal deletion 19p	Distal monosomy 19p13.3	
96129	Distal deletion 19p	Telomeric deletion 19p	
96125	Distal deletion 6p		Q93.5
96125	Distal deletion 6p	6p subtelomeric deletion syndrome	
96125	Distal deletion 6p	6p25 microdeletion syndrome	
96125	Distal deletion 6p	Distal deletion 6p25	
96125	Distal deletion 6p	Monosomy 6p25	
96125	Distal deletion 6p	Monosomy 6pter	
96126	Distal deletion 7p		Q93.5
96126	Distal deletion 7p	Distal monosomy 7p	
96126	Distal deletion 7p	Monosomy 7pter	
96126	Distal deletion 7p	Telomeric deletion 7p	
96121	7q11.23 microduplication syndrome		Q92.3
96121	7q11.23 microduplication syndrome	Dup(7)(q11.23)	
96121	7q11.23 microduplication syndrome	Trisomy 7q11.23	
96123	Monosomy 22		Q93.0
96123	Monosomy 22	Del(22)	
96123	Monosomy 22	Deletion 22	
96112	Non-distal duplication 9q		Q92.3
96112	Non-distal duplication 9q	Non-distal trisomy 9q	
96112	Non-distal duplication 9q	Non-telomeric trisomy 9q	
96107	Distal duplication 20q		Q92.3
96107	Distal duplication 20q	Distal trisomy 20q	
96107	Distal duplication 20q	Telomeric duplication 20q	
96107	Distal duplication 20q	Trisomy 20qter	
96106	Distal duplication 16q		Q92.3
96106	Distal duplication 16q	Distal trisomy 16q	
96106	Distal duplication 16q	Telomeric duplication 16q	
96106	Distal duplication 16q	Trisomy 16qter	
96105	Distal duplication 13q		Q92.3
96105	Distal duplication 13q	Distal trisomy 13q	
96105	Distal duplication 13q	Telomeric duplication 13q	
96105	Distal duplication 13q	Trisomy 13qter	
96109	Distal duplication 22q		Q92.3
96109	Distal duplication 22q	Distal trisomy 22q	
96109	Distal duplication 22q	Telomeric duplication 22q	
96109	Distal duplication 22q	Trisomy 22qter	
96098	Distal duplication 6q		Q92.3
96098	Distal duplication 6q	Distal trisomy 6q	
96098	Distal duplication 6q	Telomeric duplication 6q	
96098	Distal duplication 6q	Trisomy 6qter	
96097	Distal duplication 5q		Q92.3
96097	Distal duplication 5q	Distal trisomy 5q	
96097	Distal duplication 5q	Telomeric duplication 5q	
96097	Distal duplication 5q	Trisomy 5qter	
96096	Distal duplication 4q		Q92.3
96096	Distal duplication 4q	Distal trisomy 4q	
96096	Distal duplication 4q	Telomeric duplication 4q	
